Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
162 /adfs/oauth2/authorize,40,222,202,303,343,351,164,351,0.000%,34.51251,745.15,28.21
165 /adfs/oauth2/authorize?response_type=code&client_id=900a74f1-d4fe-4b77-b6dd-e265712c9b0d&resource=https%3A%2F%2Fuat-services.greentickft.com%2F&redirect_uri=https%3A%2F%2Fuat-services.greentickft.com%2F&state=YT1odHRwcyUzQSUyRiUyRmxvZ2luLmdyZWVudGlja2Z0LmNvbSUyRmFkZnMmcj1odHRwcyUzQSUyRiUyRnVhdC1zZXJ2aWNlcy5ncmVlbnRpY2tmdC5jb20lMkY&x-client-CPU=64&x-client-DM=iPhone&x-client-Ver=2.6.5&x-client-SKU=iOS&x-client-OS=12.0.1&haschrome=1&client-request-id=F68B255A-AD71-45F8-B8ED-BBC8C6268013,40,373,369,409,409,440,322,440,100.000%,32.67974,197.74,205.91
166 /adfs/oauth2/authorize,40,95,85,144,165,172,51,172,100.000%,42.46285,143.85,211.44
167 /adfs/oauth2/token?x-client-Ver=2.6.5,40,44,38,61,68,112,23,112,100.000%,44.39512,17.13,143.24
169 /UserManager/GetUserPreferencesWithLocation,40,255,192,484,506,707,19,707,0.000%,27.06360,33.19,20.50
168 /iid/register,20,391,379,394,486,517,341,517,0.000%,14.01542,7.73,8.91
170 /RoleManager/GetALLUserLocationRolesByAccountAndModuleCode,20,28,28,42,46,49,9,49,0.000%,18.65672,7.49,6.16
171 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,40,24865,24815,25527,25583,25640,23884,25640,0.000%,1.55612,6517.80,0.61
172 /Audit/GetLastPerformCheckListDetails,40,207,176,372,380,398,62,398,0.000%,33.08519,26.88,104.04
173 /a,40,138,1,444,619,687,0,687,100.000%,39.84064,2443.66,34.69
174 /a,20,0,0,0,0,0,0,0,100.000%,24.63054,29.20,0.00
175 /Audit/DownloadImage,20,96,37,247,248,250,24,250,0.000%,23.92344,584.33,6.66
176 /Audit/GetLastPerformCheckListDetails,20,65,31,163,163,171,23,171,0.000%,31.10420,25.27,10.87
177 /Audit/DownloadImage,20,30,21,75,75,81,12,81,0.000%,40.08016,932.10,11.16
179 /Audit/DownloadImage,20,30,26,65,65,73,11,73,0.000%,43.76368,1068.92,12.18
178 /Audit/DownloadImage,20,29,27,46,48,67,14,67,0.000%,47.73270,1188.24,13.28
180 /Audit/DownloadImage,20,25,25,29,38,44,10,44,0.000%,55.24862,1111.50,15.38
181 /a,20,0,0,0,0,1,0,1,100.000%,62.89308,74.56,0.00
182 /Audit/DownloadImage,40,49,44,79,89,103,13,103,0.000%,107.81671,4000.64,45.01
183 /Audit/DownloadImage,20,30,25,51,57,74,11,74,0.000%,57.47126,1403.72,16.00
184 /bag,40,52,20,152,154,172,9,172,0.000%,123.07692,998.01,22.84
185 /Audit/DownloadImage,40,302,75,601,610,622,14,622,50.000%,55.78801,3319.71,3475.72
188 /Audit/UploadFile,20,0,0,1,1,1,0,1,100.000%,128.20513,319.01,0.00
187 /Audit/DownloadImage,20,74,69,95,111,137,51,137,0.000%,97.08738,1953.22,27.02
186 /Audit/DownloadImage,20,21,19,29,30,32,12,32,0.000%,128.20513,3131.39,35.68
189 /Audit/DownloadImage,20,20,20,26,27,27,12,27,0.000%,136.98630,3185.73,38.13
190 /Audit/SaveAudit,20,48,44,63,64,74,33,74,0.000%,116.95906,23.53,1310.08
191 /Audit/SaveAudit,20,37,37,46,50,52,26,52,0.000%,145.98540,29.37,1635.21
192 /Audit/SaveAudit,20,37,35,46,47,47,20,47,0.000%,150.37594,30.25,1684.39
196 /Audit/SaveAudit,20,34,32,45,48,53,19,53,0.000%,124.22360,24.99,1391.45
194 /Audit/SaveAudit,20,40,40,50,52,59,29,59,0.000%,126.58228,25.46,1417.87
193 /Audit/SaveAudit,20,34,33,44,45,48,21,48,0.000%,119.04762,23.95,1333.47
199 /Audit/SaveAudit,20,41,39,51,62,72,25,72,0.000%,116.27907,23.39,1302.46
198 /Audit/SaveAudit,20,39,39,45,51,59,26,59,0.000%,111.11111,22.35,1244.57
197 /Audit/SaveAudit,20,35,36,41,43,43,25,43,0.000%,116.95906,23.53,1310.08
195 /Audit/SaveAudit,20,36,36,45,47,58,24,58,0.000%,129.87013,26.13,1454.70
200 /Audit/SaveAudit,20,35,32,45,55,61,23,61,0.000%,119.76048,24.09,1341.46
203 /Audit/UploadFile,40,744,1,1588,1591,1721,0,1721,100.000%,22.81803,714.56,120.25
204 /Audit/UploadFile,20,5,5,7,8,9,3,9,100.000%,149.25373,371.39,0.00
201 /Audit/DownloadImage,20,27,26,35,40,53,13,53,0.000%,143.88489,2894.70,40.05
202 /Audit/DownloadImage,20,16,16,26,27,28,7,28,0.000%,169.49153,4219.25,47.17
205 /Audit/SaveChecklist,20,1422,1416,1531,1567,1664,1271,1664,0.000%,11.83432,2.38,118.15
207 /Audit/UploadFile,20,0,0,1,1,1,0,1,100.000%,52.91005,131.66,0.00
208 /Audit/UploadFile,20,4,3,8,10,19,2,19,100.000%,52.77045,131.31,0.00
209 /Audit/UploadFile,20,4,5,6,7,8,2,8,100.000%,52.77045,131.31,0.00
206 /Audit/UploadFile,20,4,3,8,9,13,2,13,100.000%,52.91005,131.66,0.00
213 /Audit/UploadFile,40,42,8,94,102,125,2,125,100.000%,90.70295,3809.97,54.30
210 /Audit/DownloadImage,20,18,16,28,31,43,9,43,0.000%,52.63158,1223.99,14.65
212 /Audit/DownloadImage,20,11,10,16,17,23,6,23,0.000%,56.33803,1133.42,15.68
211 /Audit/DownloadImage,20,12,11,18,22,24,7,24,0.000%,57.80347,1438.93,16.09
214 /Audit/GetLastPerformCheckListDetails,20,21,20,30,31,35,10,35,0.000%,57.14286,46.43,20.70
215 /Audit/UploadFile,20,0,0,1,1,1,0,1,100.000%,62.30530,155.03,0.00
216 /Audit/UploadFile,20,4,3,8,8,9,2,9,100.000%,61.72840,153.60,0.00
217 /Audit/UploadFile,20,3,4,5,6,7,2,7,100.000%,62.69592,156.01,0.00
218 /Audit/UploadFile,20,3,3,6,7,9,2,9,100.000%,63.49206,157.99,0.00
220 /Audit/UploadFile,40,521,7,1086,1115,1139,2,1139,100.000%,29.89537,92.65,158.80
219 /Audit/DownloadImage,20,12,11,18,18,18,6,18,100.000%,61.91950,12.88,17.23
222 /Audit/GetLastPerformCheckListDetails,20,20,21,25,29,31,11,31,0.000%,60.60606,49.24,21.96
221 /Audit/SaveChecklist,20,1002,1015,1079,1089,1090,845,1090,0.000%,15.37279,3.09,153.47
223 /Audit/UploadFile,40,0,1,1,1,1,0,1,100.000%,99.25558,246.98,0.00
227 /a,40,7882,1,15936,16024,16183,0,16183,100.000%,2.45912,5171.85,7.63
225 /Audit/SaveChecklist,20,39,33,76,82,101,20,101,0.000%,39.84064,8.01,193.37
226 /log,20,0,0,0,0,0,0,0,100.000%,43.01075,50.99,0.00
224 /portal/api/web/mobileapp,20,238,236,257,268,294,203,294,0.000%,28.86003,41.43,10.40
228 /a,20,0,0,0,0,0,0,0,100.000%,50.00000,59.28,0.00
229 /portal/api/kbCategories,20,40,42,45,45,48,29,48,0.000%,45.76659,48.31,27.49
230 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,20,15447,15564,15674,15677,15881,14878,15881,0.000%,1.25849,5282.71,0.50
231 /a,20,0,0,0,0,0,0,0,100.000%,21.73913,25.77,0.00
232 /Audit/GetLastPerformCheckListDetails,40,231,196,403,417,424,43,424,0.000%,38.05899,30.92,120.38
233 /Audit/GetLastPerformCheckListDetails,40,81,87,152,158,172,19,172,0.000%,60.51437,49.17,21.92
234 /Audit/UploadFile,40,0,0,1,1,4,0,4,100.000%,81.79959,203.54,0.00
236 /Audit/UploadFile,40,896,143,1817,1878,2233,2,2233,100.000%,17.16738,206.04,365.91
235 /Audit/UploadFile,20,15,4,55,70,108,2,108,100.000%,56.49718,140.58,0.00
237 /Audit/UploadFile,20,9,5,8,40,64,2,64,100.000%,79.05138,196.70,0.00
238 /Audit/UploadFile,20,4,4,7,7,8,2,8,100.000%,104.16667,259.20,0.00
239 /Audit/SaveChecklist,20,176,168,226,229,340,102,340,0.000%,38.38772,7.72,199.66
240 /Audit/SaveAudit,20,20,17,32,37,40,10,40,0.000%,50.89059,10.24,326.02
243 /Audit/UploadFile,20,0,0,1,1,1,0,1,100.000%,53.33333,132.71,0.00
242 /Audit/UploadFile,20,2,2,6,6,7,2,7,100.000%,53.19149,132.36,0.00
244 /Audit/UploadFile,20,2,2,4,4,5,2,5,100.000%,53.61930,133.42,0.00
241 /Audit/UploadFile,20,2,2,4,4,5,2,5,100.000%,53.90836,134.14,0.00
245 /Audit/SaveChecklist,20,255,234,326,344,352,157,352,0.000%,30.34901,6.11,156.93
246 /Audit/SaveChecklist,20,256,246,342,346,413,141,413,0.000%,24.21308,4.87,125.20
247 /Audit/SaveChecklist,20,290,297,376,376,383,183,383,0.000%,22.72727,4.57,117.52
248 /Audit/SaveChecklist,20,279,290,343,355,394,157,394,0.000%,22.88330,4.60,118.33
249 /Audit/SaveChecklist,20,233,231,283,287,308,89,308,0.000%,26.66667,5.36,137.84
250 /Audit/SaveChecklist,20,193,190,262,265,274,108,274,0.000%,31.94888,6.43,165.14
251 /Audit/DownloadImage,40,20,17,30,31,32,16,32,0.000%,83.68201,8762.99,23.94
252 /portal/api/kbCategories,40,204,199,231,240,267,180,267,0.000%,62.50000,65.98,37.54
253 /portal/api/kbArticles,40,41,42,49,50,54,30,54,0.000%,88.49558,86.68,56.78
254 /portal/api/kbArticles/2452000000109230,40,78,70,102,157,169,43,169,0.000%,83.16008,102.83,51.16
255 /portal/api/kbArticles/2452000000109230/attachments,40,52,44,61,66,148,39,148,0.000%,86.39309,42.61,54.16
256 /portal/api/kbArticles/relatedArticleSearch,40,93,73,187,189,190,63,190,0.000%,83.33333,78.29,53.87
258 /portal/api/kbArticles/2452000000109230/dislike?portalId=0b777a788c29f125721a232a3ec77b76bc6f7e12498e75ce34aa0c6c35cd5c42,40,73,70,98,100,102,50,102,0.000%,111.11111,53.49,78.34
259 /Audit/SaveAudit,40,171,18,351,362,373,12,373,0.000%,68.25939,33.05,436.79
260 /iid/register,20,314,303,348,353,355,285,355,0.000%,35.21127,19.93,23.42
TOTAL,2480,783,35,396,1416,24750,0,25640,37.097%,50.37476,7301.37,188.90
