Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
217 /Audit/UploadFile,99,786,194,3132,3230,6237,9,9236,100.000%,.34156,0.85,0.00
218 /Audit/UploadFile,99,957,195,3163,3204,9048,9,9254,100.000%,.34516,0.86,0.00
220 /Audit/UploadFile,197,2460,1166,6809,11149,15344,9,25000,100.000%,.68633,2.12,3.63
219 /Audit/DownloadImage,99,6739,369,4785,5776,10910,18,534139,100.000%,.17063,0.04,0.05
222 /Audit/GetLastPerformCheckListDetails,98,675,105,1907,3220,9102,16,12099,0.000%,.34218,0.28,0.12
221 /Audit/SaveChecklist,98,1555,1084,2733,3894,6609,539,6811,0.000%,.34193,0.07,3.41
223 /Audit/UploadFile,196,577,1,675,3089,9161,0,21003,100.000%,.68528,1.71,0.00
227 /a,196,16469,1,43234,47670,61544,0,68926,100.000%,.67343,1153.97,2.07
225 /Audit/SaveChecklist,98,1777,395,3530,6423,23709,31,30162,1.020%,.34260,0.08,1.65
226 /log,98,0,0,1,1,1,0,1,100.000%,.34351,0.41,0.00
224 /portal/api/web/mobileapp,98,2165,1331,5235,6086,12504,287,17131,0.000%,.34083,0.49,0.12
228 /a,98,0,0,0,1,1,0,1,100.000%,.34227,0.41,0.00
229 /portal/api/kbCategories,98,780,65,1511,3617,6818,23,21482,15.306%,.34204,0.34,0.21
230 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,98,28215,27861,43081,45867,53217,2564,57835,2.041%,.33909,1159.19,0.13
231 /a,98,0,0,0,1,1,0,1,100.000%,.36357,0.43,0.00
232 /Audit/GetLastPerformCheckListDetails,196,1055,341,2808,3407,12145,34,13120,0.000%,.72704,0.59,2.30
233 /Audit/GetLastPerformCheckListDetails,196,389,82,997,2123,3417,13,3913,0.000%,.73676,0.60,0.27
234 /Audit/UploadFile,196,233,1,1,109,9139,0,9485,100.000%,.74151,1.85,0.00
236 /Audit/UploadFile,196,5261,1879,14516,17762,28339,8,31254,100.000%,.74127,8.90,15.80
235 /Audit/UploadFile,98,745,111,3098,3239,6118,9,6182,100.000%,.37147,0.92,0.00
237 /Audit/UploadFile,98,893,93,3104,3220,9013,9,21002,100.000%,.37209,0.93,0.00
238 /Audit/UploadFile,98,426,105,615,3088,3241,9,4222,100.000%,.37317,0.93,0.00
239 /Audit/SaveChecklist,98,1056,371,3221,3431,7944,71,9135,0.000%,.37336,0.08,1.94
240 /Audit/SaveAudit,98,237,40,355,1432,3567,13,3736,0.000%,.37755,0.08,2.42
243 /Audit/UploadFile,98,11,1,1,1,269,0,348,100.000%,.37774,0.94,0.00
242 /Audit/UploadFile,98,851,83,3120,3326,9070,6,12069,100.000%,.37773,0.94,0.00
244 /Audit/UploadFile,98,832,101,3120,3199,6115,10,12081,100.000%,.37868,0.94,0.00
241 /Audit/UploadFile,98,697,94,3063,3136,6239,9,9135,100.000%,.37890,0.94,0.00
245 /Audit/SaveChecklist,98,855,308,2483,3274,5517,71,9613,0.000%,.38162,0.08,1.97
246 /Audit/SaveChecklist,98,480,95,1035,1348,7012,56,7221,0.000%,.38366,0.08,1.98
247 /Audit/SaveChecklist,98,339,75,602,1114,2761,53,9121,0.000%,.38427,0.08,1.99
248 /Audit/SaveChecklist,98,468,73,1051,1400,4077,54,9137,0.000%,.38429,0.08,1.99
249 /Audit/SaveChecklist,98,416,74,1340,2146,4117,53,4343,0.000%,.38432,0.08,1.99
250 /Audit/SaveChecklist,98,429,69,1417,2184,4052,54,4424,0.000%,.38434,0.08,1.99
251 /Audit/DownloadImage,196,1144,593,1889,2875,9819,31,23199,0.000%,.76960,80.59,0.22
252 /portal/api/kbCategories,196,995,326,1584,3492,12120,180,12282,76.531%,.77191,0.61,0.46
253 /portal/api/kbArticles,196,288,63,472,1344,4637,30,4664,0.000%,.77298,0.76,0.50
254 /portal/api/kbArticles/2452000000109230,196,141,64,269,723,1037,41,1237,0.000%,.77317,0.96,0.48
255 /portal/api/kbArticles/2452000000109230/attachments,196,221,55,159,1189,3308,33,4043,0.000%,.77341,0.38,0.48
256 /portal/api/kbArticles/relatedArticleSearch,196,303,80,364,1066,2317,54,10391,0.000%,.77359,0.73,0.50
258 /portal/api/kbArticles/2452000000109230/dislike?portalId=0b777a788c29f125721a232a3ec77b76bc6f7e12498e75ce34aa0c6c35cd5c42,196,234,61,689,899,1959,46,4634,0.000%,.77370,0.37,0.55
259 /Audit/SaveAudit,196,1573,414,3694,4549,21362,12,32103,1.020%,.77302,0.39,4.90
260 /iid/register,98,1439,418,2351,3411,25152,217,31999,0.000%,.38885,0.22,0.26
TOTAL,12236,4171,196,3728,10208,141127,0,731592,38.632%,16.61247,1957.23,62.29
