Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
216 /Audit/UploadFile,99,1165,226,3229,6092,9045,48,12222,100.000%,1.68491,4.19,0.00
217 /Audit/UploadFile,99,1745,242,3335,9043,9591,41,12096,100.000%,1.46545,3.65,0.00
218 /Audit/UploadFile,99,2254,255,6292,9258,21000,43,21002,100.000%,1.46374,3.65,0.00
220 /Audit/UploadFile,198,3821,1922,9631,14310,22843,43,30482,100.000%,2.78090,8.70,14.76
219 /Audit/DownloadImage,99,1790,421,3897,6352,9481,63,21005,100.000%,1.46788,0.34,0.40
222 /Audit/GetLastPerformCheckListDetails,99,839,201,2461,3272,9077,27,21002,1.010%,1.43105,1.19,0.51
221 /Audit/SaveChecklist,99,1377,998,2821,3742,4540,476,4568,0.000%,1.40304,0.28,14.01
223 /Audit/UploadFile,198,917,1,3192,3316,21001,0,21002,100.000%,2.83067,7.06,0.00
227 /a,198,17591,1,47509,53837,74794,0,94421,100.000%,1.56352,2426.92,4.81
225 /Audit/SaveChecklist,99,1912,691,3929,9190,9862,73,21001,1.010%,1.41281,0.32,6.79
226 /log,99,0,0,1,1,1,0,1,100.000%,1.49087,1.77,0.00
224 /portal/api/web/mobileapp,99,2355,1425,4536,7108,17146,293,24342,0.000%,1.43879,2.07,0.52
228 /a,99,0,0,0,1,1,0,1,100.000%,1.47313,1.75,0.00
229 /portal/api/kbCategories,99,559,53,1464,2877,6349,33,9363,12.121%,1.44469,1.47,0.87
230 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,99,30355,30406,46837,51708,74753,9613,88076,0.000%,.81605,2526.34,0.32
231 /a,99,0,0,0,1,1,0,1,100.000%,.89479,1.06,0.00
232 /Audit/GetLastPerformCheckListDetails,198,1537,546,3623,5010,9146,41,15210,0.000%,1.78888,1.45,5.66
233 /Audit/GetLastPerformCheckListDetails,198,450,86,1015,3165,3337,13,3792,0.000%,1.81695,1.48,0.66
234 /Audit/UploadFile,198,172,1,1,218,3167,0,9124,100.000%,1.84855,4.60,0.00
236 /Audit/UploadFile,197,10674,3105,17103,25079,312748,14,337203,100.000%,.54786,6.59,11.53
235 /Audit/UploadFile,99,1174,146,3174,6169,12119,15,21002,100.000%,.93910,2.34,0.00
237 /Audit/UploadFile,99,966,149,3154,3232,12119,15,18074,100.000%,.94106,2.34,0.00
238 /Audit/UploadFile,99,819,142,3107,3195,9108,15,9373,100.000%,.94273,2.35,0.00
239 /Audit/SaveChecklist,99,1418,428,3436,4214,9490,73,24192,0.000%,.94427,0.19,4.91
240 /Audit/SaveAudit,99,512,44,565,3379,7099,13,13035,1.010%,.96978,0.22,6.15
243 /Audit/UploadFile,99,45,1,1,144,379,0,3133,100.000%,.97050,2.41,0.00
242 /Audit/UploadFile,99,557,130,3043,3204,6179,14,6279,100.000%,.97038,2.41,0.00
244 /Audit/UploadFile,99,977,162,3131,6065,9067,15,9121,100.000%,.97257,2.42,0.00
241 /Audit/UploadFile,99,710,138,3050,3204,9056,16,12094,100.000%,.97479,2.43,0.00
245 /Audit/SaveChecklist,99,7429,304,3463,4294,310408,71,313980,3.030%,.28017,0.08,1.40
246 /Audit/SaveChecklist,99,17133,86,1001,1224,4878,50,1664787,1.010%,.05852,0.01,0.30
247 /Audit/SaveChecklist,98,213,63,393,820,2215,49,3145,0.000%,.27823,0.06,1.44
248 /Audit/SaveChecklist,98,3437,62,387,964,11222,49,305787,1.020%,.27916,0.06,1.43
249 /Audit/SaveChecklist,98,250,62,371,436,855,50,12215,0.000%,.27933,0.06,1.44
250 /Audit/SaveChecklist,98,205,62,373,965,2765,48,3930,1.020%,.27946,0.06,1.43
251 /Audit/DownloadImage,196,937,340,2896,3725,6577,30,10665,0.000%,.55898,58.54,0.16
252 /portal/api/kbCategories,196,1327,406,1810,3507,7065,181,48284,84.694%,.56008,0.43,0.34
253 /portal/api/kbArticles,196,161,72,414,592,1600,29,1644,0.000%,.56217,0.55,0.36
254 /portal/api/kbArticles/2452000000109230,196,97,71,123,143,688,40,759,0.000%,.56220,0.70,0.35
255 /portal/api/kbArticles/2452000000109230/attachments,196,158,63,141,448,1649,34,4073,0.000%,.56227,0.28,0.35
256 /portal/api/kbArticles/relatedArticleSearch,196,125,81,162,365,549,56,1434,0.000%,.56233,0.53,0.36
258 /portal/api/kbArticles/2452000000109230/dislike?portalId=0b777a788c29f125721a232a3ec77b76bc6f7e12498e75ce34aa0c6c35cd5c42,196,168,58,122,653,3024,42,4399,0.000%,.56237,0.27,0.40
259 /Audit/SaveAudit,196,9602,525,3125,4288,7255,12,1671478,0.510%,.11618,0.06,0.74
260 /iid/register,98,18350,803,2760,4157,9746,228,1671358,1.020%,.05811,0.03,0.04
TOTAL,12285,3965,200,3822,10629,90120,0,1717524,40.350%,6.70743,419.52,25.06
