Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
204 /Audit/UploadFile,1,30,30,30,30,30,30,30,100.000%,33.33333,82.94,0.00
201 /Audit/DownloadImage,1,23,23,23,23,23,23,23,0.000%,43.47826,874.70,12.10
202 /Audit/DownloadImage,1,11,11,11,11,11,11,11,0.000%,90.90909,2263.05,25.30
205 /Audit/SaveChecklist,1,326,326,326,326,326,326,326,0.000%,3.06748,0.62,30.62
207 /Audit/UploadFile,1,1,1,1,1,1,1,1,100.000%,1000.00000,2488.28,0.00
208 /Audit/UploadFile,1,9,9,9,9,9,9,9,100.000%,111.11111,276.48,0.00
209 /Audit/UploadFile,1,9,9,9,9,9,9,9,100.000%,111.11111,276.48,0.00
206 /Audit/UploadFile,1,9,9,9,9,9,9,9,100.000%,111.11111,276.48,0.00
213 /Audit/UploadFile,2,53,9,98,98,98,9,98,100.000%,19.04762,800.09,11.40
210 /Audit/DownloadImage,1,25,25,25,25,25,25,25,0.000%,40.00000,930.23,11.13
212 /Audit/DownloadImage,1,11,11,11,11,11,11,11,0.000%,90.90909,1828.92,25.30
211 /Audit/DownloadImage,1,11,11,11,11,11,11,11,0.000%,90.90909,2263.05,25.30
214 /Audit/GetLastPerformCheckListDetails,1,14,14,14,14,14,14,14,0.000%,71.42857,58.04,25.88
215 /Audit/UploadFile,1,1,1,1,1,1,1,1,100.000%,1000.00000,2488.28,0.00
216 /Audit/UploadFile,1,8,8,8,8,8,8,8,100.000%,125.00000,311.04,0.00
217 /Audit/UploadFile,1,10,10,10,10,10,10,10,100.000%,100.00000,248.83,0.00
218 /Audit/UploadFile,1,9,9,9,9,9,9,9,100.000%,111.11111,276.48,0.00
220 /Audit/UploadFile,2,188,9,368,368,368,9,368,100.000%,5.39084,16.71,28.64
219 /Audit/DownloadImage,1,18,18,18,18,18,18,18,100.000%,55.55556,11.56,15.46
222 /Audit/GetLastPerformCheckListDetails,1,14,14,14,14,14,14,14,0.000%,71.42857,58.04,25.88
221 /Audit/SaveChecklist,1,327,327,327,327,327,327,327,0.000%,3.05810,0.62,30.53
223 /Audit/UploadFile,2,2,2,2,2,2,2,2,100.000%,1000.00000,2488.28,0.00
227 /a,2,928,1,1856,1856,1856,1,1856,100.000%,1.07354,1274.05,3.33
225 /Audit/SaveChecklist,1,32,32,32,32,32,32,32,0.000%,31.25000,6.29,151.67
226 /log,1,0,0,0,0,0,0,0,100.000%,∞,0.00,0.00
224 /portal/api/web/mobileapp,1,245,245,245,245,245,245,245,0.000%,4.08163,5.86,1.47
228 /a,1,0,0,0,0,0,0,0,100.000%,∞,0.00,0.00
229 /portal/api/kbCategories,1,39,39,39,39,39,39,39,0.000%,25.64103,27.07,15.40
230 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,1,1539,1539,1539,1539,1539,1539,1539,0.000%,.64977,1536.67,0.26
231 /a,1,0,0,0,0,0,0,0,100.000%,∞,0.00,0.00
232 /Audit/GetLastPerformCheckListDetails,2,27,27,27,27,27,27,27,0.000%,74.07407,60.19,234.30
233 /Audit/GetLastPerformCheckListDetails,2,14,14,14,14,14,14,14,0.000%,142.85714,116.07,51.76
234 /Audit/UploadFile,2,1,1,1,1,1,1,1,100.000%,666.66667,1658.85,0.00
236 /Audit/UploadFile,2,206,9,403,403,403,9,403,100.000%,4.79616,57.56,102.23
235 /Audit/UploadFile,1,10,10,10,10,10,10,10,100.000%,100.00000,248.83,0.00
237 /Audit/UploadFile,1,9,9,9,9,9,9,9,100.000%,111.11111,276.48,0.00
238 /Audit/UploadFile,1,9,9,9,9,9,9,9,100.000%,111.11111,276.48,0.00
239 /Audit/SaveChecklist,1,58,58,58,58,58,58,58,0.000%,17.24138,3.47,89.68
240 /Audit/SaveAudit,1,14,14,14,14,14,14,14,0.000%,71.42857,14.37,457.59
243 /Audit/UploadFile,1,1,1,1,1,1,1,1,100.000%,1000.00000,2488.28,0.00
242 /Audit/UploadFile,1,8,8,8,8,8,8,8,100.000%,125.00000,311.04,0.00
244 /Audit/UploadFile,1,9,9,9,9,9,9,9,100.000%,111.11111,276.48,0.00
241 /Audit/UploadFile,1,9,9,9,9,9,9,9,100.000%,111.11111,276.48,0.00
245 /Audit/SaveChecklist,1,57,57,57,57,57,57,57,0.000%,17.54386,3.53,90.72
246 /Audit/SaveChecklist,1,42,42,42,42,42,42,42,0.000%,23.80952,4.79,123.12
247 /Audit/SaveChecklist,1,41,41,41,41,41,41,41,0.000%,24.39024,4.91,126.12
248 /Audit/SaveChecklist,1,43,43,43,43,43,43,43,0.000%,23.25581,4.68,120.25
249 /Audit/SaveChecklist,1,42,42,42,42,42,42,42,0.000%,23.80952,4.79,123.07
250 /Audit/SaveChecklist,1,42,42,42,42,42,42,42,0.000%,23.80952,4.79,123.07
251 /Audit/DownloadImage,2,33,33,33,33,33,33,33,0.000%,58.82353,6159.87,16.83
252 /portal/api/kbCategories,2,225,225,225,225,225,225,225,0.000%,8.88889,9.38,5.34
253 /portal/api/kbArticles,2,45,45,45,45,45,45,45,0.000%,43.47826,42.59,27.90
254 /portal/api/kbArticles/2452000000109230,2,63,63,63,63,63,63,63,0.000%,31.74603,39.25,19.53
255 /portal/api/kbArticles/2452000000109230/attachments,2,50,50,50,50,50,50,50,0.000%,39.21569,19.34,24.59
256 /portal/api/kbArticles/relatedArticleSearch,2,84,84,84,84,84,84,84,0.000%,23.52941,22.10,15.21
258 /portal/api/kbArticles/2452000000109230/dislike?portalId=0b777a788c29f125721a232a3ec77b76bc6f7e12498e75ce34aa0c6c35cd5c42,2,59,59,59,59,59,59,59,0.000%,33.33333,16.05,23.50
259 /Audit/SaveAudit,2,164,16,312,312,312,16,312,0.000%,6.36943,3.45,40.76
260 /iid/register,1,296,296,296,296,296,296,296,0.000%,3.37838,2.30,2.25
TOTAL,124,123,16,326,453,1665,0,1856,37.097%,15.98968,1374.48,59.95
