Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
193 /Audit/SaveAudit,1,13,13,13,13,13,13,13,0.000%,76.92308,15.47,861.63
199 /Audit/SaveAudit,1,12,12,12,12,12,12,12,0.000%,83.33333,16.76,933.43
198 /Audit/SaveAudit,1,13,13,13,13,13,13,13,0.000%,76.92308,15.47,861.63
197 /Audit/SaveAudit,1,12,12,12,12,12,12,12,0.000%,83.33333,16.76,933.43
195 /Audit/SaveAudit,1,13,13,13,13,13,13,13,0.000%,76.92308,15.47,861.63
200 /Audit/SaveAudit,1,12,12,12,12,12,12,12,0.000%,83.33333,16.76,933.43
203 /Audit/UploadFile,2,318,1,635,635,635,1,635,100.000%,3.13480,98.17,16.52
204 /Audit/UploadFile,1,4,4,4,4,4,4,4,100.000%,250.00000,622.07,0.00
201 /Audit/DownloadImage,1,16,16,16,16,16,16,16,0.000%,62.50000,1257.39,17.40
202 /Audit/DownloadImage,1,7,7,7,7,7,7,7,0.000%,142.85714,3556.22,39.76
205 /Audit/SaveChecklist,1,597,597,597,597,597,597,597,0.000%,1.67504,0.34,16.72
207 /Audit/UploadFile,1,1,1,1,1,1,1,1,100.000%,1000.00000,2488.28,0.00
208 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
209 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
206 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
213 /Audit/UploadFile,2,27,3,52,52,52,3,52,100.000%,37.03704,1555.74,22.17
210 /Audit/DownloadImage,1,12,12,12,12,12,12,12,0.000%,83.33333,1937.99,23.19
212 /Audit/DownloadImage,1,7,7,7,7,7,7,7,0.000%,142.85714,2874.02,39.76
211 /Audit/DownloadImage,1,7,7,7,7,7,7,7,0.000%,142.85714,3556.22,39.76
214 /Audit/GetLastPerformCheckListDetails,1,13,13,13,13,13,13,13,0.000%,76.92308,62.50,27.87
215 /Audit/UploadFile,1,0,0,0,0,0,0,0,100.000%,∞,0.00,0.00
216 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
217 /Audit/UploadFile,1,4,4,4,4,4,4,4,100.000%,250.00000,622.07,0.00
218 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
220 /Audit/UploadFile,2,310,3,618,618,618,3,618,100.000%,3.23102,10.01,17.16
219 /Audit/DownloadImage,1,9,9,9,9,9,9,9,100.000%,111.11111,23.11,30.92
222 /Audit/GetLastPerformCheckListDetails,1,13,13,13,13,13,13,13,0.000%,76.92308,62.50,27.87
221 /Audit/SaveChecklist,1,593,593,593,593,593,593,593,0.000%,1.68634,0.34,16.84
223 /Audit/UploadFile,2,1,1,1,1,1,1,1,100.000%,2000.00000,4976.56,0.00
227 /a,2,2484,0,4968,4968,4968,0,4968,100.000%,.40225,836.15,1.25
225 /Audit/SaveChecklist,1,24,24,24,24,24,24,24,0.000%,41.66667,8.38,202.23
226 /log,1,0,0,0,0,0,0,0,100.000%,∞,0.00,0.00
224 /portal/api/web/mobileapp,1,2277,2277,2277,2277,2277,2277,2277,0.000%,.43917,0.63,0.16
228 /a,1,0,0,0,0,0,0,0,100.000%,∞,0.00,0.00
229 /portal/api/kbCategories,1,217,217,217,217,217,217,217,0.000%,4.60829,4.86,2.77
230 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,1,2450,2450,2450,2450,2450,2450,2450,0.000%,.40816,1693.36,0.16
231 /a,1,0,0,0,0,0,0,0,100.000%,∞,0.00,0.00
232 /Audit/GetLastPerformCheckListDetails,2,24,24,24,24,24,24,24,0.000%,83.33333,67.71,263.59
233 /Audit/GetLastPerformCheckListDetails,2,13,13,13,13,13,13,13,0.000%,153.84615,125.00,55.74
234 /Audit/UploadFile,2,0,0,0,0,0,0,0,100.000%,∞,0.00,0.00
236 /Audit/UploadFile,2,223,3,443,443,443,3,443,100.000%,4.45434,53.46,94.94
235 /Audit/UploadFile,1,4,4,4,4,4,4,4,100.000%,250.00000,622.07,0.00
237 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
238 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
239 /Audit/SaveChecklist,1,61,61,61,61,61,61,61,0.000%,16.39344,3.30,85.27
240 /Audit/SaveAudit,1,12,12,12,12,12,12,12,0.000%,83.33333,16.76,533.85
243 /Audit/UploadFile,1,0,0,0,0,0,0,0,100.000%,∞,0.00,0.00
242 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
244 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
241 /Audit/UploadFile,1,3,3,3,3,3,3,3,100.000%,333.33333,829.43,0.00
245 /Audit/SaveChecklist,1,62,62,62,62,62,62,62,0.000%,16.12903,3.24,83.40
246 /Audit/SaveChecklist,1,58,58,58,58,58,58,58,0.000%,17.24138,3.47,89.15
247 /Audit/SaveChecklist,1,57,57,57,57,57,57,57,0.000%,17.54386,3.53,90.72
248 /Audit/SaveChecklist,1,58,58,58,58,58,58,58,0.000%,17.24138,3.47,89.15
249 /Audit/SaveChecklist,1,57,57,57,57,57,57,57,0.000%,17.54386,3.53,90.68
250 /Audit/SaveChecklist,1,56,56,56,56,56,56,56,0.000%,17.85714,3.59,92.30
251 /Audit/DownloadImage,2,18,18,18,18,18,18,18,0.000%,105.26316,11022.92,30.12
252 /portal/api/kbCategories,2,193,193,193,193,193,193,193,0.000%,10.30928,10.88,6.19
253 /portal/api/kbArticles,2,188,188,188,188,188,188,188,0.000%,10.63830,10.42,6.83
254 /portal/api/kbArticles/2452000000109230,2,110,110,110,110,110,110,110,0.000%,18.01802,22.29,11.09
255 /portal/api/kbArticles/2452000000109230/attachments,2,51,51,51,51,51,51,51,0.000%,39.21569,19.34,24.59
256 /portal/api/kbArticles/relatedArticleSearch,2,320,320,320,320,320,320,320,0.000%,6.25000,5.87,4.04
258 /portal/api/kbArticles/2452000000109230/dislike?portalId=0b777a788c29f125721a232a3ec77b76bc6f7e12498e75ce34aa0c6c35cd5c42,2,97,97,97,97,97,97,97,0.000%,20.61856,9.93,14.54
259 /Audit/SaveAudit,2,122,15,230,230,230,15,230,0.000%,8.69565,3.73,55.64
260 /iid/register,1,215,215,215,215,215,215,215,0.000%,4.65116,2.12,3.09
TOTAL,124,191,13,426,618,2450,0,4968,37.097%,10.42017,1495.32,39.08
