Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
162 /adfs/oauth2/authorize,100,580,434,898,1442,3225,211,3225,0.000%,23.18034,500.48,18.95
165 /adfs/oauth2/authorize?response_type=code&client_id=900a74f1-d4fe-4b77-b6dd-e265712c9b0d&resource=https%3A%2F%2Fuat-services.greentickft.com%2F&redirect_uri=https%3A%2F%2Fuat-services.greentickft.com%2F&state=YT1odHRwcyUzQSUyRiUyRmxvZ2luLmdyZWVudGlja2Z0LmNvbSUyRmFkZnMmcj1odHRwcyUzQSUyRiUyRnVhdC1zZXJ2aWNlcy5ncmVlbnRpY2tmdC5jb20lMkY&x-client-CPU=64&x-client-DM=iPhone&x-client-Ver=2.6.5&x-client-SKU=iOS&x-client-OS=12.0.1&haschrome=1&client-request-id=F68B255A-AD71-45F8-B8ED-BBC8C6268013,100,1362,1040,2049,3505,3955,497,3955,100.000%,21.38580,129.24,134.67
166 /adfs/oauth2/authorize,100,148,105,296,317,408,81,408,100.000%,22.65519,76.66,112.73
167 /adfs/oauth2/token?x-client-Ver=2.6.5,100,63,57,66,74,258,31,258,100.000%,23.03617,8.89,74.24
169 /UserManager/GetUserPreferencesWithLocation,100,684,424,1144,1389,3414,37,3682,0.000%,18.83239,23.05,14.26
168 /iid/register,50,555,509,678,692,3300,306,3300,0.000%,10.12966,5.54,6.44
170 /RoleManager/GetALLUserLocationRolesByAccountAndModuleCode,50,42,26,83,99,359,9,359,0.000%,11.70960,4.70,3.87
171 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,100,68616,69218,76164,77623,79860,54531,79860,2.000%,1.23156,3010.75,0.47
172 /Audit/GetLastPerformCheckListDetails,100,1099,289,3084,3789,9241,70,9241,0.000%,4.08563,3.32,12.85
173 /a,100,1044,1,2200,4053,5186,0,26189,100.000%,3.15926,193.78,2.75
174 /a,50,0,0,0,0,1,0,1,100.000%,2.33656,2.77,0.00
175 /Audit/DownloadImage,50,935,366,765,3095,21071,30,21071,0.000%,1.88466,46.03,0.52
176 /Audit/GetLastPerformCheckListDetails,50,120,26,327,336,933,13,933,0.000%,1.84802,1.50,0.65
177 /Audit/DownloadImage,50,288,234,562,672,1033,18,1033,0.000%,1.82063,42.34,0.51
179 /Audit/DownloadImage,50,218,88,401,434,2255,12,2255,0.000%,1.82282,44.52,0.51
178 /Audit/DownloadImage,50,208,80,414,503,2167,13,2167,0.000%,1.78495,44.43,0.50
180 /Audit/DownloadImage,50,317,79,472,715,3043,15,3043,0.000%,1.61608,32.51,0.45
181 /a,50,0,0,0,0,1,0,1,100.000%,1.62096,1.92,0.00
182 /Audit/DownloadImage,100,772,151,3080,3248,7013,17,9276,0.000%,2.64131,98.01,1.10
183 /Audit/DownloadImage,50,426,83,416,660,9195,13,9195,0.000%,1.33358,32.57,0.37
184 /bag,100,850,608,1207,1226,6554,460,6554,0.000%,2.62495,21.27,0.49
185 /Audit/DownloadImage,100,1871,1093,4817,6475,12572,34,16664,50.000%,2.57911,153.47,160.68
188 /Audit/UploadFile,50,21,1,34,159,336,0,336,100.000%,1.45904,3.63,0.00
187 /Audit/DownloadImage,50,1133,407,3324,4624,11250,95,11250,0.000%,1.44333,29.04,0.40
186 /Audit/DownloadImage,50,280,99,958,990,2243,39,2243,0.000%,1.43534,35.06,0.40
189 /Audit/DownloadImage,50,236,81,383,400,2113,45,2113,0.000%,1.44856,33.69,0.40
190 /Audit/SaveAudit,50,224,56,357,767,2131,32,2131,0.000%,1.45020,0.29,16.24
191 /Audit/SaveAudit,50,145,32,377,839,1939,20,1939,0.000%,1.45129,0.29,16.26
192 /Audit/SaveAudit,50,128,30,330,370,2731,20,2731,0.000%,1.45142,0.29,16.26
196 /Audit/SaveAudit,50,108,36,330,380,930,24,930,0.000%,1.41435,0.28,15.84
194 /Audit/SaveAudit,50,150,36,351,397,2956,19,2956,0.000%,1.39412,0.28,15.62
193 /Audit/SaveAudit,50,141,33,328,348,2115,17,2115,0.000%,1.39365,0.28,15.61
199 /Audit/SaveAudit,50,63,33,73,85,771,15,771,0.000%,1.39361,0.28,15.61
198 /Audit/SaveAudit,50,42,32,57,65,329,17,329,0.000%,1.39315,0.28,15.60
197 /Audit/SaveAudit,50,36,31,47,53,194,17,194,0.000%,1.39284,0.28,15.60
195 /Audit/SaveAudit,50,65,31,66,98,926,22,926,0.000%,1.39276,0.28,15.60
200 /Audit/SaveAudit,50,153,32,62,364,4697,23,4697,0.000%,1.39260,0.28,15.60
203 /Audit/UploadFile,100,1969,140,5138,7272,11742,0,17864,100.000%,2.47463,77.49,13.04
204 /Audit/UploadFile,50,238,119,466,549,3198,28,3198,100.000%,1.40304,3.49,0.00
201 /Audit/DownloadImage,50,1051,365,3308,3553,9505,89,9505,0.000%,1.28100,25.77,0.36
202 /Audit/DownloadImage,50,331,142,657,964,2406,28,2406,0.000%,1.27773,31.81,0.36
205 /Audit/SaveChecklist,50,798,544,1664,1755,3138,377,3138,0.000%,1.26656,0.25,12.64
207 /Audit/UploadFile,50,201,1,149,162,9067,0,9067,100.000%,1.27933,3.18,0.00
208 /Audit/UploadFile,50,369,116,363,475,6085,30,6085,100.000%,1.26733,3.15,0.00
209 /Audit/UploadFile,50,440,123,965,3035,3160,35,3160,100.000%,1.26406,3.15,0.00
206 /Audit/UploadFile,50,499,143,3085,3108,3219,37,3219,100.000%,1.34811,3.35,0.00
213 /Audit/UploadFile,100,2547,989,6687,9893,18603,26,19260,100.000%,2.60994,109.63,1.56
210 /Audit/DownloadImage,50,1198,585,2643,3168,14150,100,14150,0.000%,1.33145,30.96,0.37
212 /Audit/DownloadImage,50,424,79,1178,2831,3216,21,3216,0.000%,1.33401,26.84,0.37
211 /Audit/DownloadImage,50,318,92,695,1245,2243,31,2243,0.000%,1.34506,33.48,0.37
214 /Audit/GetLastPerformCheckListDetails,50,256,37,813,1909,3080,19,3080,0.000%,1.37001,1.11,0.50
215 /Audit/UploadFile,50,192,1,1,159,9086,0,9086,100.000%,1.37088,3.41,0.00
216 /Audit/UploadFile,50,410,150,286,351,9307,29,9307,100.000%,1.36646,3.40,0.00
217 /Audit/UploadFile,50,922,172,3036,3084,12111,35,12111,100.000%,1.35340,3.37,0.00
218 /Audit/UploadFile,50,428,124,333,3094,6101,30,6101,100.000%,1.35007,3.36,0.00
220 /Audit/UploadFile,100,1850,928,3982,8173,13292,34,13815,100.000%,2.59666,8.05,13.79
219 /Audit/DownloadImage,50,821,269,3060,3066,3773,55,3773,100.000%,1.34590,0.28,0.37
222 /Audit/GetLastPerformCheckListDetails,50,323,81,397,821,6114,24,6114,0.000%,1.37389,1.12,0.50
221 /Audit/SaveChecklist,50,755,566,1184,1434,2271,409,2271,0.000%,1.33583,0.27,13.34
223 /Audit/UploadFile,100,4,1,1,6,177,0,177,100.000%,2.70475,6.73,0.00
227 /a,100,5160,1,14104,16276,17260,0,24934,100.000%,2.42201,3080.51,7.52
225 /Audit/SaveChecklist,50,1245,335,3434,4193,10137,78,10137,0.000%,1.34597,0.27,6.53
226 /log,50,0,0,0,1,1,0,1,100.000%,1.34913,1.60,0.00
224 /portal/api/web/mobileapp,50,695,572,1001,1556,2613,194,2613,0.000%,1.33769,1.92,0.48
228 /a,50,0,0,0,1,1,0,1,100.000%,1.35388,1.61,0.00
229 /portal/api/kbCategories,50,62,45,96,121,436,34,436,0.000%,1.35219,1.43,0.81
230 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,50,8316,8230,13007,13244,16114,2648,16114,0.000%,1.22856,3114.58,0.48
231 /a,50,0,0,0,1,1,0,1,100.000%,1.53050,1.81,0.00
232 /Audit/GetLastPerformCheckListDetails,100,597,214,1836,2146,2318,49,2318,0.000%,3.05642,2.48,9.67
233 /Audit/GetLastPerformCheckListDetails,100,149,44,418,611,926,22,926,0.000%,3.27804,2.66,1.19
234 /Audit/UploadFile,100,50,1,1,1,2353,0,2353,100.000%,3.29478,8.20,0.00
236 /Audit/UploadFile,100,2924,1198,7828,11390,16568,30,17915,100.000%,3.23039,38.77,68.85
235 /Audit/UploadFile,50,488,89,3065,3101,3304,31,3304,100.000%,1.65262,4.11,0.00
237 /Audit/UploadFile,50,471,84,2146,3085,3143,32,3143,100.000%,1.66395,4.14,0.00
238 /Audit/UploadFile,50,178,73,191,342,3076,25,3076,100.000%,1.68549,4.19,0.00
239 /Audit/SaveChecklist,50,692,255,875,2695,9203,79,9203,0.000%,1.69188,0.34,8.80
240 /Audit/SaveAudit,50,223,41,370,919,3303,18,3303,0.000%,1.73430,0.35,11.11
243 /Audit/UploadFile,50,3,1,1,1,85,0,85,100.000%,1.73859,4.33,0.00
242 /Audit/UploadFile,50,574,66,365,3073,9128,19,9128,100.000%,1.73750,4.32,0.00
244 /Audit/UploadFile,50,512,85,3054,3075,6068,17,6068,100.000%,1.74417,4.34,0.00
241 /Audit/UploadFile,50,390,84,257,3037,6069,30,6069,100.000%,1.74825,4.35,0.00
245 /Audit/SaveChecklist,50,453,167,961,1353,3273,81,3273,0.000%,1.74923,0.35,9.05
246 /Audit/SaveChecklist,50,246,78,199,387,3557,46,3557,0.000%,1.77211,0.36,9.16
247 /Audit/SaveChecklist,50,167,70,366,371,973,47,973,0.000%,1.82769,0.37,9.45
248 /Audit/SaveChecklist,50,152,61,113,354,2159,45,2159,0.000%,1.83884,0.37,9.51
249 /Audit/SaveChecklist,50,115,64,219,365,1045,43,1045,0.000%,1.84203,0.37,9.52
250 /Audit/SaveChecklist,50,166,63,148,397,3124,45,3124,0.000%,1.86644,0.38,9.65
251 /Audit/DownloadImage,100,352,302,766,816,970,32,970,0.000%,4.21994,441.90,1.21
252 /portal/api/kbCategories,100,406,299,572,1440,1866,97,1866,8.000%,4.25749,4.38,2.56
253 /portal/api/kbArticles,100,81,53,121,309,428,34,428,0.000%,4.57018,4.48,2.93
254 /portal/api/kbArticles/2452000000109230,100,77,61,115,127,420,45,420,0.000%,4.56955,5.65,2.81
255 /portal/api/kbArticles/2452000000109230/attachments,100,78,55,99,330,430,38,430,0.000%,4.62043,2.28,2.90
256 /portal/api/kbArticles/relatedArticleSearch,100,118,81,147,370,630,60,630,0.000%,4.60320,4.32,2.98
258 /portal/api/kbArticles/2452000000109230/dislike?portalId=0b777a788c29f125721a232a3ec77b76bc6f7e12498e75ce34aa0c6c35cd5c42,100,70,61,68,69,301,49,301,0.000%,4.64317,2.24,3.27
259 /Audit/SaveAudit,100,641,371,1057,1304,9105,11,9425,0.000%,4.60384,2.22,29.46
260 /iid/register,50,475,349,838,1077,1920,236,1920,0.000%,2.31374,1.30,1.54
TOTAL,6200,1774,98,1857,4546,66203,0,79860,37.258%,52.45835,4721.21,196.69
