Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
184 /bag,200,42,4,287,334,364,3,372,0.000%,145.34884,1177.99,26.97
185 /Audit/DownloadImage,200,1783,184,3635,3938,6757,67,6809,50.000%,27.64722,1645.17,1722.48
188 /Audit/UploadFile,100,0,0,1,1,1,0,1,100.000%,104.38413,259.74,0.00
187 /Audit/DownloadImage,100,468,450,701,707,717,292,722,0.000%,77.45933,1558.34,21.56
186 /Audit/DownloadImage,100,118,101,180,200,222,37,255,0.000%,137.74105,3364.30,38.34
189 /Audit/DownloadImage,100,139,136,208,221,232,45,248,0.000%,120.33694,2798.54,33.49
190 /Audit/SaveAudit,100,195,176,295,303,367,56,935,0.000%,60.06006,12.08,672.74
191 /Audit/SaveAudit,100,293,158,983,989,1059,85,1065,0.000%,65.10417,13.10,729.24
192 /Audit/SaveAudit,100,459,170,878,1062,3151,80,3215,0.000%,22.46181,4.52,251.60
196 /Audit/SaveAudit,100,464,176,920,1062,3216,59,3221,0.000%,22.39140,4.50,250.81
194 /Audit/SaveAudit,100,258,142,789,809,843,54,915,0.000%,22.04100,4.43,246.88
193 /Audit/SaveAudit,100,195,124,456,633,806,59,853,0.000%,22.07993,4.44,247.32
199 /Audit/SaveAudit,100,137,121,197,217,470,44,478,0.000%,25.71355,5.17,288.02
198 /Audit/SaveAudit,100,144,123,190,394,506,58,520,0.000%,25.63445,5.16,287.14
197 /Audit/SaveAudit,100,129,100,191,393,428,45,624,0.000%,25.38071,5.11,284.29
195 /Audit/SaveAudit,100,141,106,241,396,526,46,527,0.000%,25.00625,5.03,280.10
200 /Audit/SaveAudit,100,125,95,213,243,434,43,445,0.000%,24.96256,5.02,279.61
203 /Audit/UploadFile,200,2884,3,6233,6851,7334,0,7439,100.000%,17.80310,557.51,93.82
204 /Audit/UploadFile,100,10,9,21,22,24,2,38,100.000%,25.62788,63.77,0.00
201 /Audit/DownloadImage,100,49,47,83,93,139,9,181,0.000%,25.65418,516.12,7.14
202 /Audit/DownloadImage,100,36,34,76,86,102,5,107,0.000%,26.18487,651.83,7.29
205 /Audit/SaveChecklist,100,5648,5553,6764,7020,7295,4063,7401,0.000%,9.03587,1.82,90.21
207 /Audit/UploadFile,100,7,4,17,20,35,2,134,100.000%,14.35956,35.73,0.00
208 /Audit/UploadFile,100,5,3,15,19,28,2,38,100.000%,14.35956,35.73,0.00
209 /Audit/UploadFile,100,4,4,7,10,20,1,28,100.000%,14.36163,35.74,0.00
206 /Audit/UploadFile,100,5,3,6,8,22,2,121,100.000%,14.36163,35.74,0.00
213 /Audit/UploadFile,200,83,14,232,279,312,2,334,100.000%,27.97985,1175.29,16.75
210 /Audit/DownloadImage,100,38,19,80,111,197,9,217,0.000%,14.34514,333.61,3.99
212 /Audit/DownloadImage,100,19,13,38,50,114,6,194,0.000%,14.36163,288.93,4.00
211 /Audit/DownloadImage,100,20,14,30,60,195,7,197,0.000%,14.36163,357.51,4.00
214 /Audit/GetLastPerformCheckListDetails,100,64,53,118,148,239,10,240,0.000%,14.07658,11.44,5.10
215 /Audit/UploadFile,100,0,0,1,1,1,0,1,100.000%,14.17635,35.27,0.00
216 /Audit/UploadFile,100,4,4,8,11,17,1,20,100.000%,14.17234,35.26,0.00
217 /Audit/UploadFile,100,4,4,9,12,22,2,24,100.000%,14.17234,35.26,0.00
218 /Audit/UploadFile,100,6,3,9,12,119,1,121,100.000%,14.17434,35.27,0.00
220 /Audit/UploadFile,200,4909,29,11298,12528,13195,1,13522,100.000%,10.91346,33.82,57.97
219 /Audit/DownloadImage,100,22,12,45,61,195,6,198,100.000%,14.16431,2.95,3.94
222 /Audit/GetLastPerformCheckListDetails,100,59,49,114,147,184,12,211,0.000%,14.02918,11.40,5.08
221 /Audit/SaveChecklist,100,9728,9862,12454,12516,13323,6358,13416,0.000%,5.50116,1.11,54.92
223 /Audit/UploadFile,200,36,4,14,16,18,2,3079,100.000%,17.99532,44.78,0.00
227 /a,200,33145,1,77319,79027,80037,0,80109,100.000%,2.42236,5460.69,7.52
225 /Audit/SaveChecklist,100,154,83,334,617,960,23,1334,0.000%,8.81446,1.77,42.78
226 /log,100,0,0,0,0,1,0,1,100.000%,8.91107,10.56,0.00
224 /portal/api/web/mobileapp,100,418,394,483,520,584,338,1382,0.000%,8.64155,12.41,3.11
228 /a,100,0,0,0,1,1,0,1,100.000%,8.97989,10.65,0.00
229 /portal/api/kbCategories,100,73,64,79,137,189,51,330,51.000%,8.93735,7.89,5.37
230 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,100,65645,73995,78218,79178,79582,5867,79644,0.000%,1.22046,5492.24,0.48
231 /a,100,0,0,0,0,0,0,1,100.000%,1.31477,1.56,0.00
232 /Audit/GetLastPerformCheckListDetails,200,1168,909,2534,3807,5954,47,6524,0.000%,2.62237,2.13,8.29
233 /Audit/GetLastPerformCheckListDetails,200,558,336,991,1558,4905,23,5554,0.000%,2.62048,2.13,0.95
234 /Audit/UploadFile,200,95,1,790,807,958,0,971,100.000%,2.62188,6.52,0.00
236 /Audit/UploadFile,200,6495,945,15077,28854,37608,2,38626,100.000%,2.33626,28.04,49.80
235 /Audit/UploadFile,100,135,9,768,796,849,2,956,100.000%,1.31103,3.26,0.00
237 /Audit/UploadFile,100,133,7,763,786,866,2,956,100.000%,1.31141,3.26,0.00
238 /Audit/UploadFile,100,131,6,752,766,807,2,958,100.000%,1.31185,3.26,0.00
239 /Audit/SaveChecklist,100,3158,2263,5557,8682,20835,160,20855,0.000%,1.26728,0.25,6.59
240 /Audit/SaveAudit,100,850,515,2041,2363,3661,30,3663,0.000%,1.25296,0.25,8.03
243 /Audit/UploadFile,100,12,1,9,16,39,0,956,100.000%,1.25342,3.12,0.00
242 /Audit/UploadFile,100,20,8,21,31,75,3,937,100.000%,1.25335,3.12,0.00
244 /Audit/UploadFile,100,17,7,12,13,38,2,932,100.000%,1.25348,3.12,0.00
241 /Audit/UploadFile,100,14,5,11,14,46,2,913,100.000%,1.25362,3.12,0.00
245 /Audit/SaveChecklist,100,1014,815,2236,2448,2700,188,5502,0.000%,1.23115,0.25,6.37
246 /Audit/SaveChecklist,100,1515,1066,2242,2371,7631,156,27265,0.000%,1.21723,0.24,6.29
247 /Audit/SaveChecklist,100,1793,1055,1412,2061,27439,294,27487,0.000%,1.23620,0.25,6.39
248 /Audit/SaveChecklist,100,1153,941,1305,1450,4325,309,12135,0.000%,1.23408,0.25,6.38
249 /Audit/SaveChecklist,100,1599,1023,1397,2110,27367,364,27872,0.000%,1.22621,0.25,6.34
250 /Audit/SaveChecklist,100,1157,806,1285,3580,6290,81,15013,0.000%,1.23048,0.25,6.36
251 /Audit/DownloadImage,200,912,779,1391,2093,3360,16,3367,0.000%,3.01777,316.01,0.86
252 /portal/api/kbCategories,200,342,295,315,343,1307,138,4347,99.000%,3.02696,2.18,1.82
253 /portal/api/kbArticles,200,71,62,71,83,344,57,357,0.000%,3.03817,2.98,1.95
254 /portal/api/kbArticles/2452000000109230,200,88,79,117,143,157,69,161,0.000%,3.03771,3.76,1.87
255 /portal/api/kbArticles/2452000000109230/attachments,200,77,69,104,122,133,60,139,0.000%,3.03794,1.50,1.90
256 /portal/api/kbArticles/relatedArticleSearch,200,110,95,161,172,358,81,366,0.000%,3.03679,2.85,1.96
258 /portal/api/kbArticles/2452000000109230/dislike?portalId=0b777a788c29f125721a232a3ec77b76bc6f7e12498e75ce34aa0c6c35cd5c42,200,108,90,161,174,198,75,230,0.000%,3.03771,1.46,2.14
259 /Audit/SaveAudit,200,508,307,1075,2781,3172,10,3935,0.000%,3.02714,1.45,19.37
260 /iid/register,100,291,293,300,317,349,213,372,0.000%,1.60182,0.89,1.07
TOTAL,12400,3452,124,3248,12604,90028,0,91222,40.718%,56.12155,4616.43,210.44
