Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
219 /Audit/DownloadImage,20,145,150,203,236,339,49,339,100.000%,2.60586,0.54,0.73
222 /Audit/GetLastPerformCheckListDetails,20,70,62,85,112,329,16,329,0.000%,2.51446,2.04,0.91
221 /Audit/SaveChecklist,20,1073,841,1701,1727,1978,412,1978,0.000%,2.15610,0.43,21.53
223 /Audit/UploadFile,40,2,1,1,2,34,0,34,100.000%,4.55270,11.33,0.00
227 /a,40,3004,0,7939,8092,10023,0,10023,100.000%,2.79135,3401.31,8.66
225 /Audit/SaveChecklist,20,323,120,469,513,3068,59,3068,0.000%,1.68762,0.34,8.19
226 /log,20,0,0,0,0,1,0,1,100.000%,1.69664,2.01,0.00
224 /portal/api/web/mobileapp,20,372,302,486,659,715,246,715,0.000%,1.65961,2.38,0.60
228 /a,20,0,0,0,1,1,0,1,100.000%,1.72414,2.04,0.00
229 /portal/api/kbCategories,20,41,42,48,48,51,29,51,0.000%,1.71807,1.81,1.03
230 /Audit/GetAuditsByUserID?userID=UU0000011&Role=Auditor&LOBCode=LOB000001&BMCode=BM0000001&LocationCode=MCD0000001,20,5272,6071,7667,7879,9341,2095,9341,0.000%,1.45349,3529.68,0.57
231 /a,20,0,0,1,1,1,0,1,100.000%,1.78253,2.11,0.00
232 /Audit/GetLastPerformCheckListDetails,40,539,76,156,204,9048,63,9048,0.000%,3.14243,2.55,9.94
233 /Audit/GetLastPerformCheckListDetails,40,47,30,52,79,319,19,319,0.000%,3.18649,2.59,1.15
234 /Audit/UploadFile,40,0,1,1,1,2,0,2,100.000%,3.20616,7.98,0.00
236 /Audit/UploadFile,40,1226,454,3476,3692,9962,12,9962,100.000%,2.97354,35.69,63.38
235 /Audit/UploadFile,20,338,34,85,3029,3060,13,3060,100.000%,1.55075,3.86,0.00
237 /Audit/UploadFile,20,388,44,349,3040,3201,12,3201,100.000%,1.55958,3.88,0.00
238 /Audit/UploadFile,20,38,38,61,74,80,12,80,100.000%,1.56728,3.90,0.00
239 /Audit/SaveChecklist,20,189,122,304,741,868,60,868,0.000%,1.56593,0.32,8.14
240 /Audit/SaveAudit,20,27,25,39,47,87,12,87,0.000%,1.58642,0.32,10.16
243 /Audit/UploadFile,20,0,1,1,1,1,0,1,100.000%,1.59223,3.96,0.00
242 /Audit/UploadFile,20,33,31,50,52,53,12,53,100.000%,1.58983,3.96,0.00
244 /Audit/UploadFile,20,208,30,261,352,3013,13,3013,100.000%,1.59350,3.97,0.00
241 /Audit/UploadFile,20,38,38,53,75,90,13,90,100.000%,1.59962,3.98,0.00
245 /Audit/SaveChecklist,20,310,95,339,815,3090,63,3090,0.000%,1.59693,0.32,8.26
246 /Audit/SaveChecklist,20,104,61,259,302,348,43,348,0.000%,1.70169,0.34,8.80
247 /Audit/SaveChecklist,20,96,56,158,246,572,42,572,0.000%,1.71072,0.34,8.85
248 /Audit/SaveChecklist,20,67,54,90,127,246,42,246,0.000%,1.71733,0.35,8.88
249 /Audit/SaveChecklist,20,148,51,149,802,1130,41,1130,0.000%,1.74734,0.35,9.03
250 /Audit/SaveChecklist,20,84,48,102,311,408,42,408,0.000%,1.76367,0.35,9.12
251 /Audit/DownloadImage,40,225,68,412,434,1204,31,1204,0.000%,3.65097,382.32,1.04
252 /portal/api/kbCategories,40,224,230,261,268,282,90,282,0.000%,3.66200,3.87,2.20
253 /portal/api/kbArticles,40,41,40,50,52,54,30,54,0.000%,3.73587,3.66,2.40
254 /portal/api/kbArticles/2452000000109230,40,52,51,60,64,68,42,68,0.000%,3.73343,4.62,2.30
255 /portal/api/kbArticles/2452000000109230/attachments,40,46,48,56,56,60,31,60,0.000%,3.74287,1.85,2.35
256 /portal/api/kbArticles/relatedArticleSearch,40,81,70,86,89,299,55,299,0.000%,3.74007,3.51,2.42
258 /portal/api/kbArticles/2452000000109230/dislike?portalId=0b777a788c29f125721a232a3ec77b76bc6f7e12498e75ce34aa0c6c35cd5c42,40,104,57,67,328,746,47,746,0.000%,3.75235,1.81,2.65
259 /Audit/SaveAudit,40,246,263,375,474,1836,12,1836,0.000%,3.66401,1.80,23.45
260 /iid/register,20,412,318,462,619,1763,250,1763,0.000%,1.84434,1.07,1.23
TOTAL,2480,673,53,600,1704,24352,0,27339,37.097%,53.94705,4738.04,202.27
